student_track_id,track_Name,date_enrolled,track_completed,days_for_completion,completion_bucket
2,"Data Analyst",2022-01-14,0,NULL,NULL
3,"Business Analyst",2022-01-14,0,NULL,NULL
1,"Data Scientist",2022-01-14,0,NULL,NULL
1,"Data Analyst",2022-01-14,0,NULL,NULL
1,"Business Analyst",2022-01-14,0,NULL,NULL
1,"Data Scientist",2022-01-14,0,NULL,NULL
1,"Data Analyst",2022-01-14,0,NULL,NULL
1,"Data Analyst",2022-01-14,0,NULL,NULL
1,"Data Scientist",2022-01-17,0,NULL,NULL
1,"Data Scientist",2022-01-19,1,245,"91 to 365 days"
1,"Data Scientist",2022-01-14,0,NULL,NULL
2,"Data Analyst",2022-01-14,0,NULL,NULL
3,"Business Analyst",2022-01-14,0,NULL,NULL
1,"Data Scientist",2022-01-16,0,NULL,NULL
1,"Data Analyst",2022-01-14,0,NULL,NULL
1,"Data Analyst",2022-01-14,0,NULL,NULL
1,"Data Scientist",2022-01-15,0,NULL,NULL
2,"Data Analyst",2022-01-15,0,NULL,NULL
1,"Data Scientist",2022-01-15,0,NULL,NULL
1,"Data Analyst",2022-01-15,0,NULL,NULL
1,"Data Scientist",2022-01-18,0,NULL,NULL
1,"Data Analyst",2022-01-15,0,NULL,NULL
1,"Data Scientist",2022-01-15,0,NULL,NULL
2,"Data Analyst",2022-01-15,0,NULL,NULL
1,"Data Analyst",2022-02-11,0,NULL,NULL
1,"Data Scientist",2022-01-15,0,NULL,NULL
1,"Data Analyst",2022-01-15,0,NULL,NULL
1,"Data Analyst",2022-01-15,0,NULL,NULL
1,"Data Analyst",2022-01-15,0,NULL,NULL
1,"Business Analyst",2022-01-15,0,NULL,NULL
1,"Data Scientist",2022-01-15,0,NULL,NULL
2,"Data Analyst",2022-01-15,0,NULL,NULL
3,"Business Analyst",2022-10-11,0,NULL,NULL
1,"Data Analyst",2022-01-15,0,NULL,NULL
1,"Data Analyst",2022-01-15,0,NULL,NULL
1,"Data Analyst",2022-01-19,0,NULL,NULL
1,"Data Scientist",2022-01-16,0,NULL,NULL
1,"Data Scientist",2022-01-19,0,NULL,NULL
1,"Data Scientist",2022-01-16,0,NULL,NULL
2,"Data Analyst",2022-10-05,0,NULL,NULL
1,"Data Analyst",2022-01-15,0,NULL,NULL
1,"Data Scientist",2022-01-18,0,NULL,NULL
1,"Data Scientist",2022-01-16,0,NULL,NULL
1,"Data Analyst",2022-01-17,0,NULL,NULL
2,"Business Analyst",2022-05-31,0,NULL,NULL
1,"Data Analyst",2022-01-16,0,NULL,NULL
2,"Business Analyst",2022-02-16,0,NULL,NULL
1,"Data Analyst",2022-01-16,0,NULL,NULL
1,"Data Scientist",2022-02-22,0,NULL,NULL
1,"Data Scientist",2022-01-16,0,NULL,NULL
1,"Data Analyst",2022-01-16,0,NULL,NULL
1,"Data Scientist",2022-01-16,0,NULL,NULL
2,"Data Analyst",2022-01-16,0,NULL,NULL
3,"Business Analyst",2022-01-18,0,NULL,NULL
1,"Data Scientist",2022-01-16,0,NULL,NULL
2,"Data Analyst",2022-01-16,0,NULL,NULL
3,"Business Analyst",2022-01-16,0,NULL,NULL
1,"Data Analyst",2022-01-16,0,NULL,NULL
1,"Data Scientist",2022-01-16,0,NULL,NULL
1,"Data Analyst",2022-01-16,0,NULL,NULL
1,"Data Analyst",2022-01-16,0,NULL,NULL
1,"Data Scientist",2022-01-16,0,NULL,NULL
1,"Data Analyst",2022-01-19,0,NULL,NULL
1,"Data Analyst",2022-01-16,0,NULL,NULL
1,"Data Scientist",2022-01-16,1,441,366+
1,"Data Analyst",2022-01-19,0,NULL,NULL
1,"Data Analyst",2022-01-16,0,NULL,NULL
1,"Data Analyst",2022-01-16,0,NULL,NULL
1,"Data Scientist",2022-02-07,0,NULL,NULL
1,"Data Scientist",2022-01-16,0,NULL,NULL
2,"Data Analyst",2022-01-16,0,NULL,NULL
1,"Data Analyst",2022-01-16,0,NULL,NULL
1,"Data Scientist",2022-01-16,0,NULL,NULL
1,"Data Scientist",2022-01-19,0,NULL,NULL
2,"Data Analyst",2022-01-19,0,NULL,NULL
1,"Data Scientist",2022-01-16,0,NULL,NULL
2,"Data Analyst",2022-01-16,0,NULL,NULL
1,"Data Scientist",2022-01-16,0,NULL,NULL
1,"Data Scientist",2022-01-16,0,NULL,NULL
1,"Data Analyst",2022-01-18,0,NULL,NULL
2,"Business Analyst",2022-01-17,0,NULL,NULL
1,"Data Scientist",2022-02-14,0,NULL,NULL
2,"Business Analyst",2022-04-27,0,NULL,NULL
1,"Data Scientist",2022-01-25,0,NULL,NULL
1,"Data Scientist",2022-05-28,0,NULL,NULL
1,"Data Scientist",2022-01-17,0,NULL,NULL
1,"Data Scientist",2022-01-17,0,NULL,NULL
1,"Data Analyst",2022-01-17,0,NULL,NULL
1,"Data Scientist",2022-01-17,0,NULL,NULL
1,"Data Analyst",2022-02-03,0,NULL,NULL
1,"Data Analyst",2022-01-17,0,NULL,NULL
1,"Data Analyst",2022-01-17,0,NULL,NULL
1,"Business Analyst",2022-01-17,0,NULL,NULL
1,"Data Scientist",2022-01-17,0,NULL,NULL
1,"Data Analyst",2022-01-17,0,NULL,NULL
1,"Business Analyst",2022-01-17,0,NULL,NULL
1,"Data Analyst",2022-02-03,0,NULL,NULL
1,"Data Analyst",2022-01-17,0,NULL,NULL
1,"Data Scientist",2022-01-17,0,NULL,NULL
1,"Data Scientist",2022-01-17,0,NULL,NULL
1,"Data Analyst",2022-01-17,0,NULL,NULL
1,"Data Scientist",2022-01-17,0,NULL,NULL
1,"Data Analyst",2022-01-17,0,NULL,NULL
1,"Data Scientist",2022-01-17,0,NULL,NULL
1,"Data Analyst",2022-01-18,0,NULL,NULL
1,"Data Scientist",2022-01-22,0,NULL,NULL
2,"Data Analyst",2022-08-02,0,NULL,NULL
1,"Data Analyst",2022-01-17,0,NULL,NULL
1,"Data Scientist",2022-01-17,0,NULL,NULL
1,"Data Analyst",2022-01-20,0,NULL,NULL
1,"Data Analyst",2022-01-17,0,NULL,NULL
1,"Data Scientist",2022-01-18,0,NULL,NULL
1,"Data Scientist",2022-01-18,0,NULL,NULL
1,"Data Scientist",2022-02-26,0,NULL,NULL
1,"Data Scientist",2022-01-18,0,NULL,NULL
1,"Data Scientist",2022-01-18,0,NULL,NULL
1,"Data Scientist",2022-01-24,0,NULL,NULL
2,"Data Analyst",2022-01-24,0,NULL,NULL
3,"Business Analyst",2022-01-24,0,NULL,NULL
1,"Data Scientist",2022-01-18,0,NULL,NULL
1,"Data Analyst",2022-01-18,0,NULL,NULL
1,"Data Scientist",2022-03-19,0,NULL,NULL
1,"Data Analyst",2022-01-18,0,NULL,NULL
1,"Data Scientist",2022-01-18,0,NULL,NULL
1,"Data Analyst",2022-01-18,0,NULL,NULL
1,"Data Scientist",2022-03-07,0,NULL,NULL
2,"Data Analyst",2022-03-07,0,NULL,NULL
1,"Data Analyst",2022-01-18,0,NULL,NULL
1,"Data Scientist",2022-01-18,0,NULL,NULL
1,"Data Analyst",2022-01-19,0,NULL,NULL
1,"Data Scientist",2022-01-18,0,NULL,NULL
1,"Data Scientist",2022-05-08,0,NULL,NULL
1,"Data Scientist",2022-01-19,0,NULL,NULL
1,"Data Analyst",2022-01-18,0,NULL,NULL
1,"Business Analyst",2022-04-14,1,337,"91 to 365 days"
1,"Data Scientist",2022-01-19,0,NULL,NULL
1,"Business Analyst",2022-05-25,0,NULL,NULL
1,"Business Analyst",2022-02-03,0,NULL,NULL
1,"Business Analyst",2022-01-19,0,NULL,NULL
1,"Business Analyst",2022-01-19,0,NULL,NULL
1,"Data Scientist",2022-01-19,0,NULL,NULL
1,"Data Analyst",2022-01-19,0,NULL,NULL
1,"Data Scientist",2022-01-21,0,NULL,NULL
1,"Data Analyst",2022-01-19,0,NULL,NULL
1,"Data Analyst",2022-01-19,0,NULL,NULL
2,"Business Analyst",2022-01-19,0,NULL,NULL
1,"Data Scientist",2022-01-23,0,NULL,NULL
1,"Data Analyst",2022-05-04,0,NULL,NULL
1,"Data Analyst",2022-01-19,0,NULL,NULL
1,"Data Scientist",2022-05-05,0,NULL,NULL
2,"Data Analyst",2022-08-13,0,NULL,NULL
3,"Business Analyst",2022-01-19,0,NULL,NULL
1,"Data Scientist",2022-02-09,0,NULL,NULL
1,"Data Scientist",2022-02-05,0,NULL,NULL
2,"Data Analyst",2022-02-05,0,NULL,NULL
3,"Business Analyst",2022-10-17,0,NULL,NULL
1,"Data Analyst",2022-08-23,0,NULL,NULL
1,"Data Analyst",2022-01-19,0,NULL,NULL
1,"Data Scientist",2022-01-19,0,NULL,NULL
1,"Data Analyst",2022-01-20,0,NULL,NULL
1,"Data Analyst",2022-02-08,0,NULL,NULL
1,"Data Scientist",2022-06-01,0,NULL,NULL
2,"Data Analyst",2022-06-12,0,NULL,NULL
1,"Data Scientist",2022-01-20,0,NULL,NULL
1,"Data Scientist",2022-01-20,0,NULL,NULL
1,"Data Scientist",2022-01-20,0,NULL,NULL
1,"Data Scientist",2022-01-20,0,NULL,NULL
1,"Data Scientist",2022-01-20,0,NULL,NULL
1,"Business Analyst",2022-04-03,0,NULL,NULL
1,"Data Scientist",2022-01-20,0,NULL,NULL
1,"Data Analyst",2022-01-20,0,NULL,NULL
1,"Data Analyst",2022-02-20,0,NULL,NULL
1,"Data Scientist",2022-01-20,0,NULL,NULL
1,"Data Analyst",2022-01-20,0,NULL,NULL
1,"Data Analyst",2022-01-20,0,NULL,NULL
1,"Data Analyst",2022-01-20,0,NULL,NULL
1,"Data Scientist",2022-01-23,0,NULL,NULL
1,"Data Scientist",2022-01-20,0,NULL,NULL
1,"Data Analyst",2022-01-20,0,NULL,NULL
1,"Data Scientist",2022-01-20,0,NULL,NULL
1,"Data Scientist",2022-01-23,0,NULL,NULL
2,"Data Analyst",2022-01-24,0,NULL,NULL
1,"Data Analyst",2022-01-20,0,NULL,NULL
1,"Data Scientist",2022-01-20,0,NULL,NULL
2,"Data Analyst",2022-01-20,0,NULL,NULL
3,"Business Analyst",2022-01-20,0,NULL,NULL
1,"Data Analyst",2022-01-20,0,NULL,NULL
2,"Business Analyst",2022-01-20,0,NULL,NULL
1,"Data Analyst",2022-01-20,0,NULL,NULL
1,"Business Analyst",2022-01-20,0,NULL,NULL
1,"Data Scientist",2022-01-20,0,NULL,NULL
1,"Data Analyst",2022-01-21,0,NULL,NULL
1,"Data Scientist",2022-01-21,0,NULL,NULL
1,"Data Scientist",2022-01-21,0,NULL,NULL
1,"Data Analyst",2022-01-21,0,NULL,NULL
1,"Data Scientist",2022-01-21,0,NULL,NULL
1,"Data Scientist",2022-01-23,0,NULL,NULL
1,"Data Scientist",2022-01-21,0,NULL,NULL
1,"Business Analyst",2022-01-21,0,NULL,NULL
1,"Data Scientist",2022-01-21,0,NULL,NULL
1,"Data Analyst",2022-09-22,0,NULL,NULL
1,"Data Scientist",2022-02-07,0,NULL,NULL
1,"Data Scientist",2022-01-21,0,NULL,NULL
2,"Data Analyst",2022-01-21,0,NULL,NULL
3,"Business Analyst",2022-01-21,0,NULL,NULL
1,"Data Scientist",2022-09-02,0,NULL,NULL
2,"Data Analyst",2022-03-14,0,NULL,NULL
1,"Data Scientist",2022-08-26,0,NULL,NULL
1,"Data Analyst",2022-01-21,0,NULL,NULL
1,"Data Scientist",2022-01-21,0,NULL,NULL
1,"Business Analyst",2022-01-21,0,NULL,NULL
1,"Data Scientist",2022-01-21,0,NULL,NULL
2,"Data Analyst",2022-01-21,0,NULL,NULL
1,"Data Analyst",2022-01-21,0,NULL,NULL
1,"Data Scientist",2022-01-21,0,NULL,NULL
1,"Data Scientist",2022-03-27,1,397,366+
2,"Data Analyst",2022-01-31,1,55,"31 to 60 days"
1,"Data Scientist",2022-01-21,0,NULL,NULL
1,"Data Scientist",2022-01-21,0,NULL,NULL
2,"Data Analyst",2022-02-01,0,NULL,NULL
1,"Data Analyst",2022-01-21,0,NULL,NULL
1,"Data Scientist",2022-01-21,0,NULL,NULL
2,"Data Analyst",2022-03-11,0,NULL,NULL
3,"Business Analyst",2022-01-30,0,NULL,NULL
1,"Data Scientist",2022-05-26,0,NULL,NULL
1,"Data Scientist",2022-01-21,0,NULL,NULL
1,"Data Analyst",2022-06-16,0,NULL,NULL
1,"Data Scientist",2022-01-21,0,NULL,NULL
1,"Data Scientist",2022-03-21,0,NULL,NULL
2,"Business Analyst",2022-06-28,0,NULL,NULL
1,"Data Scientist",2022-01-21,0,NULL,NULL
2,"Data Analyst",2022-01-21,0,NULL,NULL
3,"Business Analyst",2022-01-21,0,NULL,NULL
1,"Data Analyst",2022-01-21,0,NULL,NULL
1,"Data Scientist",2022-01-21,0,NULL,NULL
2,"Data Analyst",2022-01-21,0,NULL,NULL
3,"Business Analyst",2022-01-21,0,NULL,NULL
1,"Data Scientist",2022-06-28,1,4,"1 to 7 days"
1,"Data Scientist",2022-01-22,0,NULL,NULL
2,"Data Analyst",2022-01-22,0,NULL,NULL
1,"Data Analyst",2022-01-24,0,NULL,NULL
1,"Data Analyst",2022-01-22,0,NULL,NULL
1,"Data Analyst",2022-01-22,0,NULL,NULL
1,"Data Scientist",2022-01-22,0,NULL,NULL
2,"Data Analyst",2022-01-22,0,NULL,NULL
1,"Data Scientist",2022-01-22,0,NULL,NULL
1,"Data Scientist",2022-01-22,0,NULL,NULL
2,"Data Analyst",2022-01-22,0,NULL,NULL
3,"Business Analyst",2022-01-22,0,NULL,NULL
1,"Data Scientist",2022-02-01,0,NULL,NULL
1,"Data Analyst",2022-01-22,0,NULL,NULL
1,"Data Scientist",2022-01-22,0,NULL,NULL
1,"Data Scientist",2022-01-22,0,NULL,NULL
1,"Data Analyst",2022-01-22,0,NULL,NULL
1,"Data Scientist",2022-01-22,0,NULL,NULL
1,"Data Scientist",2022-01-22,0,NULL,NULL
1,"Data Scientist",2022-01-24,0,NULL,NULL
2,"Data Analyst",2022-01-24,0,NULL,NULL
1,"Data Scientist",2022-03-25,0,NULL,NULL
2,"Data Analyst",2022-01-22,0,NULL,NULL
1,"Business Analyst",2022-01-22,0,NULL,NULL
1,"Data Scientist",2022-01-23,0,NULL,NULL
1,"Data Analyst",2022-01-24,0,NULL,NULL
1,"Data Scientist",2022-01-25,0,NULL,NULL
1,"Data Scientist",2022-01-23,0,NULL,NULL
1,"Data Scientist",2022-01-23,0,NULL,NULL
1,"Data Analyst",2022-01-23,0,NULL,NULL
1,"Data Analyst",2022-01-23,0,NULL,NULL
1,"Business Analyst",2022-01-23,0,NULL,NULL
1,"Data Scientist",2022-08-08,0,NULL,NULL
1,"Data Scientist",2022-09-04,0,NULL,NULL
1,"Business Analyst",2022-01-27,0,NULL,NULL
1,"Data Analyst",2022-01-23,0,NULL,NULL
1,"Business Analyst",2022-03-02,0,NULL,NULL
1,"Data Analyst",2022-01-29,0,NULL,NULL
1,"Data Scientist",2022-01-24,0,NULL,NULL
1,"Data Scientist",2022-01-23,0,NULL,NULL
1,"Data Scientist",2022-01-23,0,NULL,NULL
2,"Data Analyst",2022-01-23,0,NULL,NULL
3,"Business Analyst",2022-01-23,0,NULL,NULL
1,"Data Analyst",2022-03-16,0,NULL,NULL
1,"Data Analyst",2022-01-23,0,NULL,NULL
1,"Data Scientist",2022-01-23,0,NULL,NULL
1,"Data Analyst",2022-01-23,0,NULL,NULL
1,"Data Scientist",2022-01-23,0,NULL,NULL
1,"Data Analyst",2022-01-23,0,NULL,NULL
1,"Business Analyst",2022-01-23,0,NULL,NULL
1,"Data Scientist",2022-06-29,0,NULL,NULL
2,"Data Analyst",2022-06-27,0,NULL,NULL
1,"Data Analyst",2022-01-24,0,NULL,NULL
1,"Data Scientist",2022-06-28,0,NULL,NULL
2,"Data Analyst",2022-06-26,0,NULL,NULL
3,"Business Analyst",2022-06-26,0,NULL,NULL
1,"Data Analyst",2022-01-24,0,NULL,NULL
1,"Data Scientist",2022-01-24,0,NULL,NULL
1,"Data Scientist",2022-04-10,0,NULL,NULL
1,"Data Scientist",2022-01-25,0,NULL,NULL
2,"Data Analyst",2022-04-17,0,NULL,NULL
1,"Data Scientist",2022-01-24,0,NULL,NULL
1,"Data Scientist",2022-01-24,0,NULL,NULL
1,"Data Analyst",2022-01-24,0,NULL,NULL
1,"Data Analyst",2022-01-24,0,NULL,NULL
1,"Data Scientist",2022-04-06,0,NULL,NULL
1,"Data Scientist",2022-01-24,0,NULL,NULL
2,"Data Analyst",2022-01-24,0,NULL,NULL
1,"Data Scientist",2022-01-26,0,NULL,NULL
2,"Data Analyst",2022-01-24,0,NULL,NULL
1,"Business Analyst",2022-01-24,0,NULL,NULL
1,"Data Scientist",2022-01-24,0,NULL,NULL
1,"Data Scientist",2022-01-26,0,NULL,NULL
1,"Business Analyst",2022-01-25,0,NULL,NULL
1,"Data Analyst",2022-02-13,0,NULL,NULL
1,"Business Analyst",2022-01-24,0,NULL,NULL
1,"Data Scientist",2022-01-31,0,NULL,NULL
1,"Data Analyst",2022-01-24,0,NULL,NULL
1,"Data Analyst",2022-01-24,0,NULL,NULL
1,"Data Scientist",2022-01-24,0,NULL,NULL
1,"Data Analyst",2022-01-24,0,NULL,NULL
1,"Data Scientist",2022-01-26,0,NULL,NULL
1,"Data Analyst",2022-01-24,0,NULL,NULL
1,"Data Analyst",2022-01-25,0,NULL,NULL
1,"Data Analyst",2022-01-28,0,NULL,NULL
2,"Business Analyst",2022-01-30,0,NULL,NULL
1,"Data Analyst",2022-01-25,0,NULL,NULL
1,"Data Analyst",2022-02-12,0,NULL,NULL
1,"Data Scientist",2022-01-25,0,NULL,NULL
1,"Data Scientist",2022-01-30,0,NULL,NULL
1,"Data Scientist",2022-02-02,0,NULL,NULL
1,"Data Scientist",2022-01-28,0,NULL,NULL
2,"Data Analyst",2022-02-11,0,NULL,NULL
3,"Business Analyst",2022-02-11,0,NULL,NULL
1,"Data Scientist",2022-01-25,0,NULL,NULL
1,"Data Analyst",2022-01-25,0,NULL,NULL
1,"Data Scientist",2022-01-27,0,NULL,NULL
2,"Data Analyst",2022-01-25,0,NULL,NULL
1,"Data Scientist",2022-01-25,0,NULL,NULL
2,"Data Analyst",2022-01-25,0,NULL,NULL
3,"Business Analyst",2022-01-25,0,NULL,NULL
1,"Data Scientist",2022-01-25,0,NULL,NULL
1,"Data Analyst",2022-01-25,0,NULL,NULL
1,"Data Analyst",2022-01-25,0,NULL,NULL
1,"Data Analyst",2022-01-25,0,NULL,NULL
1,"Data Scientist",2022-08-27,0,NULL,NULL
1,"Data Scientist",2022-01-25,0,NULL,NULL
2,"Data Analyst",2022-08-12,0,NULL,NULL
1,"Data Scientist",2022-01-25,0,NULL,NULL
1,"Business Analyst",2022-01-25,0,NULL,NULL
1,"Data Scientist",2022-01-25,0,NULL,NULL
1,"Data Analyst",2022-03-09,0,NULL,NULL
1,"Data Analyst",2022-01-25,0,NULL,NULL
1,"Data Analyst",2022-01-25,0,NULL,NULL
1,"Data Analyst",2022-01-25,0,NULL,NULL
2,"Business Analyst",2022-01-25,0,NULL,NULL
1,"Data Analyst",2022-01-25,0,NULL,NULL
1,"Data Analyst",2022-01-26,0,NULL,NULL
1,"Data Scientist",2022-03-28,0,NULL,NULL
1,"Data Analyst",2022-01-25,0,NULL,NULL
1,"Data Analyst",2022-01-26,0,NULL,NULL
1,"Data Scientist",2022-01-27,0,NULL,NULL
1,"Data Scientist",2022-02-08,0,NULL,NULL
1,"Data Analyst",2022-01-25,0,NULL,NULL
1,"Data Scientist",2022-01-26,0,NULL,NULL
2,"Business Analyst",2022-01-26,0,NULL,NULL
1,"Data Scientist",2022-01-26,0,NULL,NULL
1,"Data Scientist",2022-02-02,0,NULL,NULL
1,"Data Scientist",2022-01-28,0,NULL,NULL
2,"Data Analyst",2022-01-28,0,NULL,NULL
3,"Business Analyst",2022-01-28,0,NULL,NULL
1,"Data Scientist",2022-01-26,0,NULL,NULL
1,"Data Scientist",2022-01-31,0,NULL,NULL
2,"Data Analyst",2022-01-26,0,NULL,NULL
1,"Data Scientist",2022-03-31,0,NULL,NULL
1,"Business Analyst",2022-01-26,0,NULL,NULL
1,"Data Analyst",2022-05-17,0,NULL,NULL
1,"Data Scientist",2022-01-27,0,NULL,NULL
1,"Data Analyst",2022-01-26,0,NULL,NULL
1,"Data Analyst",2022-02-01,0,NULL,NULL
1,"Data Analyst",2022-01-27,0,NULL,NULL
1,"Data Scientist",2022-01-26,0,NULL,NULL
1,"Data Scientist",2022-02-08,0,NULL,NULL
2,"Data Analyst",2022-02-08,0,NULL,NULL
3,"Business Analyst",2022-02-08,0,NULL,NULL
1,"Data Analyst",2022-01-27,0,NULL,NULL
1,"Data Scientist",2022-01-26,0,NULL,NULL
1,"Data Scientist",2022-03-24,0,NULL,NULL
2,"Data Analyst",2022-01-26,0,NULL,NULL
3,"Business Analyst",2022-01-26,0,NULL,NULL
1,"Data Analyst",2022-01-31,1,273,"91 to 365 days"
1,"Data Analyst",2022-01-27,0,NULL,NULL
1,"Data Scientist",2022-01-26,0,NULL,NULL
1,"Data Scientist",2022-02-06,0,NULL,NULL
1,"Data Analyst",2022-02-02,0,NULL,NULL
1,"Data Scientist",2022-07-04,0,NULL,NULL
2,"Data Analyst",2022-06-26,0,NULL,NULL
1,"Data Scientist",2022-03-17,0,NULL,NULL
2,"Data Analyst",2022-03-17,0,NULL,NULL
1,"Data Scientist",2022-01-27,0,NULL,NULL
1,"Data Scientist",2022-01-27,0,NULL,NULL
1,"Data Scientist",2022-01-27,0,NULL,NULL
1,"Data Scientist",2022-01-27,0,NULL,NULL
1,"Data Scientist",2022-01-27,0,NULL,NULL
2,"Data Analyst",2022-01-27,0,NULL,NULL
1,"Business Analyst",2022-06-23,0,NULL,NULL
1,"Data Scientist",2022-01-27,0,NULL,NULL
1,"Business Analyst",2022-10-11,0,NULL,NULL
1,"Data Analyst",2022-01-27,0,NULL,NULL
1,"Data Analyst",2022-01-27,0,NULL,NULL
1,"Data Scientist",2022-01-27,0,NULL,NULL
1,"Data Scientist",2022-08-14,0,NULL,NULL
1,"Data Scientist",2022-01-27,0,NULL,NULL
1,"Data Scientist",2022-01-27,0,NULL,NULL
1,"Data Analyst",2022-01-28,0,NULL,NULL
1,"Data Scientist",2022-01-27,0,NULL,NULL
1,"Data Scientist",2022-01-27,0,NULL,NULL
2,"Data Analyst",2022-01-27,0,NULL,NULL
1,"Data Analyst",2022-06-27,1,38,"31 to 60 days"
1,"Data Scientist",2022-01-27,0,NULL,NULL
1,"Data Scientist",2022-01-27,0,NULL,NULL
1,"Data Analyst",2022-01-28,0,NULL,NULL
2,"Business Analyst",2022-01-27,0,NULL,NULL
1,"Data Scientist",2022-02-01,0,NULL,NULL
1,"Data Analyst",2022-01-27,0,NULL,NULL
1,"Business Analyst",2022-02-02,0,NULL,NULL
1,"Data Scientist",2022-01-27,0,NULL,NULL
2,"Data Analyst",2022-01-28,0,NULL,NULL
1,"Data Analyst",2022-01-27,0,NULL,NULL
1,"Data Scientist",2022-02-01,1,132,"91 to 365 days"
1,"Data Analyst",2022-02-28,0,NULL,NULL
2,"Business Analyst",2022-09-24,0,NULL,NULL
1,"Data Analyst",2022-01-28,0,NULL,NULL
1,"Data Scientist",2022-01-27,0,NULL,NULL
1,"Data Scientist",2022-08-01,0,NULL,NULL
1,"Data Analyst",2022-01-28,0,NULL,NULL
1,"Data Scientist",2022-01-28,0,NULL,NULL
1,"Data Scientist",2022-01-28,0,NULL,NULL
1,"Data Analyst",2022-01-28,0,NULL,NULL
1,"Data Scientist",2022-01-28,0,NULL,NULL
2,"Data Analyst",2022-04-26,1,35,"31 to 60 days"
1,"Data Scientist",2022-02-16,0,NULL,NULL
2,"Data Analyst",2022-02-17,0,NULL,NULL
3,"Business Analyst",2022-02-16,0,NULL,NULL
1,"Data Scientist",2022-01-30,0,NULL,NULL
2,"Data Analyst",2022-01-30,0,NULL,NULL
1,"Data Scientist",2022-01-28,0,NULL,NULL
1,"Data Scientist",2022-01-28,0,NULL,NULL
1,"Data Scientist",2022-01-30,0,NULL,NULL
1,"Data Analyst",2022-06-01,0,NULL,NULL
1,"Data Analyst",2022-01-28,0,NULL,NULL
1,"Data Analyst",2022-01-29,0,NULL,NULL
1,"Data Analyst",2022-01-28,0,NULL,NULL
1,"Data Analyst",2022-01-28,0,NULL,NULL
1,"Data Analyst",2022-01-28,0,NULL,NULL
1,"Data Analyst",2022-04-04,0,NULL,NULL
1,"Data Scientist",2022-01-28,0,NULL,NULL
1,"Data Analyst",2022-04-03,0,NULL,NULL
1,"Data Scientist",2022-01-28,0,NULL,NULL
1,"Data Scientist",2022-01-28,0,NULL,NULL
1,"Data Scientist",2022-01-28,0,NULL,NULL
1,"Data Scientist",2022-03-29,0,NULL,NULL
1,"Data Scientist",2022-01-28,0,NULL,NULL
2,"Data Analyst",2022-01-28,0,NULL,NULL
1,"Business Analyst",2022-01-28,0,NULL,NULL
1,"Data Analyst",2022-01-28,0,NULL,NULL
1,"Data Scientist",2022-01-28,0,NULL,NULL
1,"Data Analyst",2022-04-14,0,NULL,NULL
1,"Data Scientist",2022-01-30,0,NULL,NULL
1,"Data Scientist",2022-01-28,0,NULL,NULL
1,"Data Analyst",2022-01-28,0,NULL,NULL
1,"Data Scientist",2022-01-28,0,NULL,NULL
1,"Data Scientist",2022-01-29,0,NULL,NULL
1,"Data Analyst",2022-01-28,0,NULL,NULL
1,"Data Scientist",2022-01-29,0,NULL,NULL
1,"Data Scientist",2022-01-31,1,166,"91 to 365 days"
2,"Data Analyst",2022-01-31,0,NULL,NULL
1,"Data Analyst",2022-01-29,0,NULL,NULL
1,"Data Analyst",2022-01-29,0,NULL,NULL
1,"Data Scientist",2022-01-29,0,NULL,NULL
1,"Data Analyst",2022-01-29,0,NULL,NULL
1,"Data Analyst",2022-01-29,0,NULL,NULL
1,"Data Scientist",2022-01-29,0,NULL,NULL
1,"Data Analyst",2022-01-29,0,NULL,NULL
1,"Data Analyst",2022-01-29,0,NULL,NULL
1,"Data Scientist",2022-01-29,0,NULL,NULL
1,"Data Scientist",2022-01-29,0,NULL,NULL
1,"Data Analyst",2022-02-17,0,NULL,NULL
1,"Data Analyst",2022-01-30,0,NULL,NULL
1,"Data Analyst",2022-01-29,0,NULL,NULL
1,"Data Scientist",2022-01-29,0,NULL,NULL
2,"Data Analyst",2022-07-22,0,NULL,NULL
1,"Data Scientist",2022-01-29,0,NULL,NULL
1,"Business Analyst",2022-01-29,0,NULL,NULL
1,"Business Analyst",2022-03-25,0,NULL,NULL
1,"Data Scientist",2022-01-30,0,NULL,NULL
1,"Data Analyst",2022-01-30,0,NULL,NULL
1,"Data Analyst",2022-01-30,0,NULL,NULL
1,"Data Analyst",2022-01-30,0,NULL,NULL
1,"Data Analyst",2022-01-30,0,NULL,NULL
1,"Business Analyst",2022-01-30,0,NULL,NULL
1,"Data Scientist",2022-01-30,0,NULL,NULL
1,"Data Scientist",2022-06-06,0,NULL,NULL
1,"Data Scientist",2022-01-30,0,NULL,NULL
1,"Data Analyst",2022-01-30,0,NULL,NULL
1,"Data Analyst",2022-01-30,0,NULL,NULL
2,"Business Analyst",2022-02-06,0,NULL,NULL
1,"Data Scientist",2022-01-30,0,NULL,NULL
1,"Business Analyst",2022-01-31,0,NULL,NULL
1,"Data Scientist",2022-01-31,0,NULL,NULL
1,"Data Analyst",2022-02-03,0,NULL,NULL
1,"Data Analyst",2022-01-31,0,NULL,NULL
1,"Business Analyst",2022-01-31,0,NULL,NULL
1,"Data Scientist",2022-01-31,0,NULL,NULL
1,"Data Analyst",2022-03-31,0,NULL,NULL
1,"Data Scientist",2022-01-31,0,NULL,NULL
1,"Data Analyst",2022-01-31,0,NULL,NULL
1,"Data Analyst",2022-01-31,0,NULL,NULL
1,"Data Analyst",2022-01-31,0,NULL,NULL
